43.37,50,5
31.88,30,5
41.01,37,5
53.72,13,4
48.05,18,3
63.38,41,3
55.92,22,3
51.54,22,3
39.27,34,5
59.22,14,4
57.77,14,4
60.84,9,4
63.59,21,3
53.12,30,3
58.89,9,4
61.69,36,3
49.56,24,3
45.44,29,5
50.28,21,3
47.42,35,5
45.8,28,5
38.07,23,5
44.13,24,5
51.91,59,5
51.7,36,5
39.66,19,2
49.73,26,3
52.86,24,3
55.81,29,3
42.86,24,5
52.31,25,3
62.35,28,3
32.9,16,2
48.51,23,3
45.33,12,2
49.09,12,4
37.89,14,2
67.15,17,3
48.01,32,5
45.44,28,5
52.54,22,3
59.23,40,3
31.85,37,5
49.4,54,5
51.11,25,3
64.34,47,3
58.32,42,3
46.99,13,2
65.75,34,3
62.34,12,4
51.33,38,5
50,27,3
63.06,27,3
64.66,24,3
54.99,36,3
40.95,35,5
52.29,40,5
40.47,30,5
59.56,42,3
58,46,3
55.12,34,3
59.21,26,3
65.54,39,3
55.64,24,3
62.4,40,3
51.01,22,3
48.83,24,3
57.58,35,3
47.21,34,5
49.26,26,3
59.51,30,3
46.12,33,5
51.7,37,5
85.36,17,3
40.04,35,5
34.77,5,2
45.1,4,2
56,8,4
38.14,5,2
53.39,5,4
50.55,7,4
48.8,6,4
55.99,3,4
48.37,4,4
55.19,6,4
51.51,5,4
43.29,9,2
44.96,7,2
43.45,5,2
48.92,8,4
52.9,6,4
50.99,5,4
45.08,5,2
53.36,2,4
53.27,4,4
51.93,6,4
64.96,6,4
49.22,5,4
59.82,7,4
45.24,4,2
60.4,7,4
35.14,5,2
43.86,6,2
57.49,6,4
47.98,7,2
48.33,7,4
52.42,3,4
40.59,6,2
42.54,3,2
39.43,6,2
67.04,4,4
32.58,5,2
41.75,9,2
55.95,4,4
49.61,4,4
43.04,8,2
33.5,5,2
47.25,6,2
47.47,7,2
29.47,8,2
52.55,2,4
52.6,3,4
58.98,6,4
44.94,4,2
59.72,7,4
57.38,5,4
46.76,6,2
35.58,5,2
42.55,10,2
46.44,5,2
29.66,1,2
30.77,8,2
65.73,8,4
73.5,6,4
41.94,3,2
38.2,6,2
49.47,4,4
42.9,6,2
44.02,4,2
74.03,6,4
41.73,7,2
63.6,4,4
59.71,4,4
51.75,4,4
49.68,5,4
43.6,1,2
60.76,6,4
44.84,2,2
53.99,4,4
46.74,4,2
48.99,7,4
56.28,4,4
49.19,3,4
51.3,5,4
62.3,6,4
64.5,5,4
43.31,3,2
50.87,4,4
33.18,1,2
60.07,2,4
47.48,2,2
38.98,5,2
61.65,4,4
60.52,9,4
50.87,4,4
40.61,4,2
61.48,3,4
50.18,6,4
50.89,10,4
51.97,4,4
52.07,5,4
31.06,3,2
52.44,6,4
35.84,9,2
52.66,7,4
50.39,4,4
54.05,1,4
25.78,3,2
51.53,8,4
36.51,7,2
48.2,6,4
47.23,5,2
60.59,6,4
59.46,8,4
54.7,4,4
45.16,4,2
44.92,3,2
53.44,5,4
32.54,9,2
44.51,5,2
62.26,6,4
39.05,3,2
37.68,4,2
42.33,10,2
66.06,4,4
32.94,7,2
39.67,4,2
63.08,9,4
73.78,4,4
45.24,5,2
59.71,9,4
39.79,6,2
35.93,6,2
49.1,5,4
50.22,8,4
68.63,8,4
62.03,6,4
55.64,7,4
55.4,8,4
52.28,8,4
39.84,1,2
35.52,5,2
48.79,3,4
70.7,2,4
61.92,4,4
59.86,4,4
68.37,5,4
47.65,4,2
46.7,0,2
31.24,1,2
49.47,10,4
50.58,8,4
38.61,6,2
42.83,6,2
59.72,7,4
50.21,2,4
38.04,7,2
66.87,6,4
31.07,3,2
57.66,6,4
50.89,5,4
35.99,5,2
62.2,4,4
56.52,2,4
63.05,1,4
46.99,3,2
30.45,2,2
58.23,6,4
37.05,5,2
31.14,4,2
28.91,4,2
58.82,4,4
34.34,3,2
32.49,3,2
57.76,3,4
73.89,4,4
38.4,8,2
44.13,5,2
42.26,6,2
45.89,7,2
62.56,8,4
53.54,6,4
55.4,4,4
48.81,3,4
51.01,7,4
36.88,7,2
56.42,6,4
39.94,4,2
38.7,8,2
47.39,6,2
64.67,3,4
67.47,5,4
49.39,6,4
43.1,6,2
34.03,5,2
32.72,0,2
60.65,5,4
57.26,6,4
55.1,4,4
61.06,4,4
38.91,4,2
51.35,3,4
56.87,6,4
50.2,5,4
55.34,6,4
47.95,3,2
47.47,6,2
35.44,6,2
31.45,8,2
28.16,3,2
68.57,6,4
41.5,5,2
53.75,8,4
37.47,5,2
55.63,4,4
50.45,7,4
51.61,3,4
38.08,7,2
37.26,5,2
33.01,4,2
45.87,6,2
45.45,4,2
53.15,8,4
54.58,5,4
53.08,2,4
43.09,4,2
34.46,4,2
52.19,4,4
55.54,5,4
51.45,5,4
62.7,1,4
50.18,8,4
53.44,6,4
53.42,4,4
54.52,4,4
50.89,6,4
64.49,9,4
51.92,8,4
57.49,6,4
42.97,1,2
43.27,4,2
44.69,6,2
54.16,3,4
50.07,4,4
48.42,5,4
42.59,6,2
50.69,4,4
62.86,3,4
51.78,2,4
47.89,3,2
38.05,1,2
54.09,4,4
38.88,4,2
58,5,4
42.04,5,2
35.44,2,2
43.73,8,2
65.7,5,4
43.3,5,2
54.89,3,4
54.69,6,4
46.22,6,2
47.7,5,2
39.19,8,2
57.11,3,4
47.65,7,2
38.13,2,2
33.77,4,2
54.62,6,4
51.86,4,4
56.75,6,4
50.98,4,4
46.99,6,2
52.3,4,4
47.64,5,2
28.82,9,2
53.48,2,4
45.16,6,2
56.73,4,4
71.55,4,4
32.1,2,2
41.81,3,2
52.98,3,4
43.82,3,2
40.81,3,2
46.33,8,2
37.48,6,2
42.87,4,2
54.26,5,4
46.69,6,2
48.46,6,4
56.82,8,4
48.73,4,4
38.76,4,2
38.23,2,2
54.06,6,4
42.25,9,2
35.22,3,2
43.64,5,2
45.7,5,2
45.41,6,2
70.97,4,4
36.19,4,2
56.54,3,4
44.52,1,2
42.87,6,2
33.86,5,2
65.17,10,4
42.75,4,2
42.59,6,2
45.15,3,2
49.7,3,4
55.39,2,4
32.12,6,2
60.07,6,4
62.34,3,4
75.84,3,4
49.46,8,4
58.15,7,4
49.1,9,4
45.97,4,2
37.1,6,2
55.74,6,4
42.81,6,2
53.28,5,4
43.15,3,2
54.53,4,4
69.29,4,4
42.99,4,2
66.21,4,4
50.94,5,4
53.75,6,4
45.17,5,2
44.64,7,2
39.62,7,2
54.55,7,4
53.05,4,4
54.35,1,4
48.64,6,4
49.34,5,4
46.83,2,2
31.81,4,2
34.46,3,2
27.3,5,2
53.95,3,4
46.57,6,2
33.36,6,2
36.42,7,2
65.73,5,4
49.9,5,4
56.31,3,4
33.04,3,2
48.62,10,4
47.42,5,2
68.57,4,4
45.07,4,2
56.07,7,4
47.01,6,2
51.53,6,4
51.81,7,4
66.83,6,4
50.79,4,4
46.33,2,2
30.52,11,2
41.67,1,2
53.38,7,4
60.45,6,4
41.56,3,2
28.94,4,2
43.5,8,2
56.31,6,4
67.77,4,4
41.93,2,2
71.73,5,4
57.04,0,4
38.44,7,2
55.64,5,4
57.39,2,4
60.07,3,4
46.69,2,2
46.59,3,2
55.64,3,4
46.09,4,2
46.25,2,2
61.75,8,4
66.17,4,4
58.07,6,4
56.07,4,4
49.81,6,4
49.75,5,4
35.17,9,2
55.71,5,4
49.71,4,4
48.97,3,4
61.79,5,4
42.77,7,2
47.63,8,2
67.19,4,4
52.03,3,4
55.64,5,4
44.09,5,2
49.52,7,4
49.78,4,4
39.56,5,2
50.54,8,4
39.46,9,2
41.69,5,2
48.03,8,4
37.91,5,2
40.81,4,2
58.1,2,4
49.63,5,4
59.36,7,4
37.14,6,2
49.41,6,4
57.34,2,4
46.58,7,2
42.21,6,2
41.14,2,2
37.63,3,2
60.88,5,4
64.56,3,4
58.97,6,4
51.2,6,4
52.84,3,4
22.36,5,2
60.75,2,4
60.38,4,4
64.18,1,4
71.11,6,4
31.35,3,2
52.38,4,4
54.01,4,4
51.31,5,4
65.89,3,4
51.92,7,4
57.51,5,4
48.94,3,4
34.86,6,2
42.96,3,2
38.96,4,2
41.74,8,2
66.37,5,4
31.92,4,2
52.07,6,4
55.77,5,4
59.03,4,4
49.53,7,4
56.58,7,4
33.62,7,2
70.55,6,4
63.68,2,4
61.78,9,4
39.21,8,2
37.13,5,2
57.08,6,4
24.9,8,2
55.34,5,4
43.47,7,2
73.8,6,4
58.36,10,4
52.88,4,4
44.65,6,2
46.85,5,2
55.2,7,4
58.28,0,4
67.36,6,4
50.38,5,4
56.21,1,4
47.79,6,2
63.18,5,4
57.18,5,4
58.44,6,4
60.4,6,4
43.94,4,2
53.34,3,4
42.96,3,2
46.07,3,2
52.09,9,4
57.35,5,4
72.05,7,4
55.19,4,4
33.32,4,2
51.53,4,4
52.11,5,4
46.24,7,2
51.59,6,4
63.62,6,4
59.02,5,4
53.71,6,4
60.37,6,4
56,9,4
58.05,5,4
50.86,6,4
39.44,8,2
44.61,8,2
54.2,10,4
36.76,5,2
74.83,4,4
46.57,6,2
50.74,4,4
46.85,4,2
52.01,4,4
63.96,6,4
68.24,2,4
43.22,7,2
51.73,6,4
44.04,5,2
53.66,6,4
54.99,4,4
59.09,5,4
64.15,6,4
28.36,7,2
57.13,4,4
54.29,9,4
70.87,7,4
46.55,5,2
64.77,5,4
48.84,5,4
51.37,2,4
75.54,7,4
44.68,7,2
46.59,4,2
46.66,8,2
50.36,3,4
51.39,4,4
53.95,2,4
57.78,7,4
45.77,4,2
44.64,6,2
42.6,2,2
63.59,3,4
53.75,6,4
55.88,3,4
31.35,7,2
42.2,5,2
50.1,7,4
40.18,4,2
43.8,3,2
41.84,7,2
57.03,4,4
70.83,5,4
54.96,3,4
72.8,1,4
45.58,5,2
61.79,3,4
39.81,4,2
60.9,3,4
53.76,9,4
55.85,5,4
63.36,6,4
63.15,6,4
58.98,6,4
44.21,5,2
42.09,2,2
39.78,5,2
70.77,5,4
54.82,3,4
54.07,5,4
56.74,7,4
42.78,5,2
22.27,7,2
43.07,4,2
43.5,4,2
58.48,8,4
40.4,6,2
54.84,5,4
51.83,6,4
53.08,2,4
51.08,7,4
63.84,1,4
40.95,6,2
48.07,4,4
63.67,7,4
56.59,2,4
39.37,5,2
46.7,6,2
50.53,6,4
54.02,4,4
47.21,4,2
48.05,9,4
52.01,7,4
65.61,4,4
58.38,5,4
51.45,5,4
51.74,3,4
54.57,3,4
53.41,8,4
46.4,5,2
39.22,3,2
56.13,5,4
48.63,7,4
40.75,4,2
50.55,5,4
45.64,3,2
59.35,4,4
50.47,1,4
36.82,3,2
46.86,4,2
43.53,2,2
48.16,6,4
48.21,2,4
59.44,7,4
42.9,6,2
57.77,2,4
46.41,5,2
40.59,9,2
44.24,4,2
60.7,1,4
52.5,3,4
56.38,10,4
45.2,6,2
48.46,6,4
48.5,6,4
45.83,2,2
54.89,4,4
38.09,2,2
52.25,5,4
48.21,8,4
50.43,7,4
50.07,2,4
48.47,9,4
66.46,6,4
40.46,5,2
15.52,3,2
62.54,4,4
39.57,6,2
47.88,7,2
27.5,3,2
45.97,7,2
42.01,4,2
62.54,4,4
46.36,3,2
47.58,10,2
51.68,4,4
71.04,4,4
55.43,4,4
36.37,2,2
52.4,3,4
36.89,6,2
54.39,7,4
54.56,5,4
60.76,5,4
30.32,3,2
58.49,6,4
59.55,8,4
30.84,7,2
44.06,1,2
37.52,6,2
64.31,5,4
50.05,4,4
54.52,6,4
56.53,5,4
59.16,8,4
56.49,6,4
33.68,4,2
54.42,7,4
47.62,5,2
52.44,7,4
55.47,7,4
41.38,8,2
60.32,3,4
42.71,5,2
41.83,8,2
48.98,4,4
57.87,5,4
41.84,4,2
55.12,6,4
38.5,1,2
37.73,4,2
36.91,3,2
37.5,6,2
60.28,2,4
45.51,6,2
51.59,4,4
49.46,6,4
57.05,4,4
41.16,2,2
55.64,5,4
56.91,3,4
57.02,7,4
60.17,5,4
45.68,3,2
68.44,6,4
58.77,5,4
51.97,2,4
58.28,5,4
50.39,5,4
23.9,6,2
36.91,6,2
48.86,4,4
70.21,6,4
61.06,3,4
49.54,9,4
47.36,7,2
54.75,5,4
62.01,4,4
56.41,3,4
32.09,2,2
42.75,7,2
73.66,5,4
54.27,5,4
42.71,7,2
46.62,3,2
45.74,4,2
53.28,5,4
41.83,5,2
48.76,4,4
47.89,4,2
49.28,2,4
56.76,6,4
42.92,6,2
44.74,8,2
51.19,5,4
41.78,5,2
47.95,9,2
58.91,6,4
52.6,7,4
53.59,2,4
48.09,6,4
39.06,1,2
57.59,4,4
44.44,3,2
59.68,4,4
57.78,4,4
27.86,8,2
48.62,9,4
54.09,5,4
39.3,2,2
38.32,5,2
43.68,1,2
53.08,5,4
55.26,5,4
51.24,2,4
50.03,3,4
49.38,3,4
68.26,5,4
44.97,8,2
43.36,3,2
42,8,2
56.86,6,4
36.67,7,2
34.28,2,2
57.2,5,4
61.23,7,4
41.21,5,2
43.36,4,2
43.16,6,2
55.7,5,4
46.44,5,2
55.43,3,4
55.96,8,4
60.51,2,4
55.29,6,4
64.11,5,4
47.18,7,2
49.05,5,4
41.91,5,2
39.94,6,2
52.03,5,4
47.6,4,2
57.05,9,4
57.45,5,4
29.65,3,2
44.09,4,2
61.38,9,4
39.04,4,2
48.86,10,4
42.99,8,2
53.51,8,4
63.68,6,4
35.51,7,2
38.84,4,2
52.64,6,4
65.57,6,4
47.85,7,2
57.64,4,4
62.54,7,4
52.2,7,4
35.54,7,2
41.49,6,2
49.31,6,4
33.9,6,2
41.13,4,2
57.57,1,4
40.22,6,2
39.79,4,2
56.45,4,4
51.2,3,4
54.34,6,4
75.52,0,4
37.02,2,2
57.63,8,4
37.91,7,2
36.49,5,2
44.97,9,2
49.35,10,4
53,4,4
56.63,5,4
66.45,4,4
41.42,7,2
59.14,8,4
36.8,4,2
55.03,2,4
51.24,5,4
45.52,4,2
50.75,5,4
73.97,3,4
40.05,5,2
49.55,3,4
60.58,3,4
36.12,4,2
43.7,7,2
77.82,9,4
42.41,7,2
46.46,6,2
42.52,5,2
48.96,6,4
41.59,3,2
58.07,5,4
49.89,9,4
71.42,3,4
48.29,5,4
47.24,3,2
42,5,2
52.11,8,4
54.97,5,4
58.11,9,4
72.99,4,4
58.53,2,4
56.08,4,4
33.77,3,2
39.31,3,2
33.46,8,2
48.75,8,4
64.69,5,4
38.47,2,2
47.13,3,2
50.73,9,4
34.4,2,2
33.48,5,2
45.9,7,2
49.23,3,4
51.51,6,4
49.18,5,4
57.78,5,4
28.74,5,2
45.15,5,2
50.93,7,4
61.99,5,4
47.9,3,2
65.76,4,4
56.57,8,4
48.53,4,4
53.39,7,4
43.86,8,2
58.52,6,4
66.75,7,4
68.18,5,4
62.89,5,4
55.64,4,4
53.12,6,4
57.4,9,4
35.52,6,2
40,3,2
58.5,5,4
27.59,7,2
45.9,6,2
62.47,7,4
38.7,5,2
53.45,4,4
56.48,3,4
58.94,5,4
58.46,8,4
58.46,5,4
57.82,1,4
46.11,4,2
57.25,6,4
35.04,5,2
38.49,7,2
62.91,4,4
51.77,5,4
34.74,8,2
48.67,3,4
72.61,4,4
41.2,3,2
45.08,4,2
54.41,7,4
36.24,2,2
43.29,4,2
35.7,2,2
49.07,7,4
53.42,7,4
66.52,2,4
54.8,8,4
51.22,4,4
40.14,1,2
45.01,7,2
67.27,3,4
55.42,6,4
45,7,2
63.99,5,4
50.13,7,4
41.71,8,2
64.48,3,4
52.58,7,4
50.79,5,4
60.41,8,4
44.97,6,2
43.83,3,2
41.84,7,2
60.82,5,4
46.26,7,2
44.7,4,2
42.04,3,2
38.93,1,2
57.13,5,4
37.52,1,2
59.66,3,4
49.6,4,4
40.66,7,2
48.05,7,4
55.67,3,4
43.35,3,2
46.51,6,2
70.91,7,4
44.03,7,2
35.2,6,2
43.3,5,2
44.78,6,2
52.82,5,4
37.21,5,2
42.7,6,2
33.32,8,2
58.67,6,4
58.13,7,4
47.11,6,2
45.39,6,2
39.61,6,2
63.94,4,4
45.15,3,2
59.59,6,4
64.19,4,4
45.63,7,2
47.64,3,2
63.75,8,4
54.16,5,4
66.42,4,4
45.96,4,2
37.21,6,2
70.05,7,4
54.32,3,4
49.09,5,4
47.47,7,2
56.14,6,4
47.57,5,2
55.15,9,4
52.99,9,4
68.57,4,4
35.46,5,2
27.32,6,2
44.74,2,2
46.55,5,2
36.59,7,2
45.58,0,2
68.64,9,4
36.22,5,2
43.94,6,2
39.21,5,2
32.36,5,2
70.25,6,4
51.06,7,4
46.92,6,2
44.49,7,2
62.01,2,4
32.33,7,2
54.26,3,4
52.53,6,4
50.69,8,4
53.79,5,4
36.19,2,2
42.01,4,2
31.12,5,2
56.16,6,4
62.38,2,4
52.32,6,4
34.81,3,2
42.03,4,2
43.61,8,2
63.2,7,4
41.61,4,2
33.45,5,2
39.06,8,2
53.51,1,4
19.62,3,2
41.26,7,2
51.31,3,4
32.51,2,2
53.18,7,4
51.24,5,4
48.97,4,4
68.7,3,4
74.14,5,4
38.76,6,2
46.39,6,2
56.55,2,4
50.93,10,4
44.51,1,2
76.31,4,4
59.02,3,4
45.85,6,2
59.98,6,4
44.15,5,2
56.09,11,4
41.52,5,2
71.33,4,4
66.13,4,4
38.77,5,2
48.5,7,4
43.65,5,2
52.81,10,4
57.35,7,4
57.27,4,4
58.51,6,4
48.44,7,4
45.99,3,2
62.48,8,4
53.07,1,4
43.96,5,2
55.07,6,4
34.54,2,2
50.82,6,4
55.45,8,4
50.43,7,4
59.81,8,4
48.09,3,4
64.81,8,4
48.74,7,4
53.44,1,4
52.31,3,4
38.29,6,2
47.79,9,2
71.67,7,4
37.41,5,2
52.13,7,4
63.03,2,4
52.1,2,4
47.39,5,2
42.57,5,2
76.89,5,4
52.59,6,4
56.08,8,4
38.66,1,2
45.23,5,2
52.85,5,4
56.87,6,4
36.66,4,2
48.88,2,4
60.99,4,4
48.69,6,4
36.84,6,2
36.08,5,2
49.37,3,4
51.82,5,4
42.53,4,2
44.13,6,2
53.27,6,4
54.33,6,4
65.01,6,4
51.46,4,4
56.07,6,4
53.48,5,4
71.54,1,4
44.69,3,2
36.53,6,2
50.75,4,4
57.83,7,4
47.41,3,2
52.98,6,4
46.99,6,2
66.27,5,4
33.42,9,2
61.98,4,4
34.11,1,2
52.42,7,4
57.05,5,4
54.73,5,4
64.47,2,4
31.38,7,2
68.87,5,4
57.61,5,4
57.65,8,4
58.08,4,4
51.31,6,4
66.32,6,4
51.75,5,4
51.75,6,4
34.26,5,2
48.79,6,4
23.46,2,2
61.32,4,4
44.18,5,2
38.98,7,2
41.52,8,2
64.71,5,4
55.04,4,4
41.94,3,2
46.88,6,2
73.97,3,4
35.55,5,2
51.54,9,4
53.32,4,4
63.86,2,4
33.69,8,2
47.34,6,2
35.38,4,2
61.31,4,4
55.71,1,4
58.87,3,4
43.3,5,2
36.19,8,2
47.62,5,2
39.87,5,2
51.76,9,4
46.82,5,2
59.73,8,4
60.88,7,4
55.99,4,4
46.93,3,2
62.48,2,4
59.47,5,4
49.09,5,4
42.49,5,2
36.63,5,2
57.03,6,4
40.71,6,2
42.1,6,2
53.8,3,4
53.5,2,4
37.27,6,2
44.17,6,2
39.32,5,2
48.39,6,4
57.14,5,4
47.26,3,2
38.03,5,2
31.36,5,2
68.26,6,4
54.23,2,4
52.52,1,4
52.19,3,4
78.26,4,4
78.56,4,4
58.48,5,4
47.36,7,2
50.25,6,4
76.26,2,4
34.12,4,2
49.99,7,4
60.89,6,4
51.83,6,4
40.4,2,2
64.86,8,4
51.32,3,4
55.83,4,4
61.88,2,4
45.35,4,2
55.7,1,4
40.17,2,2
61.46,7,4
41.67,4,2
44.85,3,2
53.25,8,4
41.92,5,2
63.38,4,4
55.52,8,4
59.16,7,4
62.14,6,4
33.4,9,2
41.01,3,2
39.59,3,2
48.31,6,4
47.96,4,2
40.43,5,2
50.35,4,4
46.08,3,2
48.83,5,4
50.29,4,4
56.23,4,4
36.93,4,2
51.13,8,4
45.21,3,2
47.56,8,2
49.5,9,4
41.22,8,2
65.02,3,4
61.22,9,4
39.6,7,2
59.64,6,4
50.75,8,4
55.84,3,4
51.12,6,4
54.09,6,4
45.71,7,2
64.43,5,4
51.49,2,4
42.73,5,2
55.28,2,4
46.47,7,2
65.79,3,4
42.04,5,2
52.88,5,4
51.86,2,4
42.75,4,2
41.34,3,2
37.14,6,2
51.39,9,4
41.93,4,2
64.54,7,4
50.24,8,4
43.43,10,2
26.87,3,2
55.75,3,4
51.23,5,4
45.6,4,2
53.04,9,4
74.2,3,4
68.53,3,4
61.21,1,4
51.91,2,4
39.73,7,2
63.49,4,4
41.37,1,2
58.09,6,4
41.1,4,2
29.32,6,2
53.43,5,4
42.54,5,2
48.38,6,4
53.68,2,4
43.9,1,2
50.56,4,4
62.59,4,4
37.18,3,2
48.98,6,4
46.67,6,2
56.56,3,4
48.74,3,4
63.24,3,4
36.26,11,2
37.36,2,2
48.48,1,4
29.42,7,2
55.04,5,4
54.05,2,4
49.24,1,4
51.72,5,4
43.03,7,2
56.77,7,4
31.62,5,2
30.61,2,2
39.68,4,2
44.39,4,2
47.51,9,2
59.39,5,4
65.3,5,4
44.3,3,2
47.74,3,2
57.2,7,4
37.62,3,2
44.39,3,2
51.67,5,4
59.58,4,4
42.08,7,2
34.59,5,2
60.39,8,4
59.46,6,4
56.72,3,4
